PROC_CODE|PROC_CODE_DESC|CODE_CLASS
7287|EXFOLIATIVE CYTOLOGICAL SAMPLE COLLECTION|1
7288|BRUSH BIOPSY TRANSEPITHELIAL SAMPLE COLLECTION|1
7290|SURGICAL REPOSITIONING OF TEETH|1
7291|TRANSSEPTAL FIBEROT/SUPRA CRESTAL FIBEROT RPT|1
7310|ALVEOLPLASTY CONJUNC W/EXTRACTIONS- PER QUADRANT|1
7311|ALVEOLOPLSTY CONJNC XTRACT 1-3 TEETH/SPACES QUAD|1
7320|ALVEOLOPLASTY NOT IN CONJUNC W/EXTRACTIONS-QUAD|1
7321|ALVEOLOPLSTY NOT CNJNC XTRCT 1-3 TEETH/SPCE QUAD|1
7340|VESTIBULOPLASTY-RIDGE EXT 2ND EPITHELIALIZATION|1
7350|VESTIBULOPLASTY-RIDGE EXT W/SOFT TISS GRAFTS|1
7361O|immediate mandibular partial denture - cast metal framework with resin denture bases (including any conventional clasps, rests and teeth)|0
7410|EXCISION OF BENIGN LESION UP TO 1.25 CM|1
7411|EXCISION OF BENIGN LESION GREATER THAN 1.25 CM|1
7412|EXCISION OF BENIGN LESION COMPLICATED|1
7413|EXCISION OF MALIGNANT LESION UP TO 1.25 CM|1
7414|EXCISION OF MALIGNANT LESION > 1.25 CM|1
7415|EXCISION OF MALIGNANT LESION COMPLICATED|1
7420|RADCL EXC LES >1.25CM|1
7430|EXC BEN TUMOR/LES TO 1.25CM|1
7431|EXC BEN TUMOR/LES > 1.25CM|1
7440|EXC MALIG TUMOR-LESION DIAMETER UP TO 1.25 CM|1
7441|EXC MALIG TUMOR-LESION DIAM GREATER THAN 1.25 CM|1
7450|REMOVAL BEN ODONTOGENIC CYST/TUMR- UP T0 1.25 CM|1
7451|REMOVAL BENIGN ODONTOGENIC CYST/TUMOR- > 1.25 CM|1
7460|REMOVAL BEN NONODONTOGENIC CYST/TUMR- UP 1.25 CM|1
7461|REMOVAL BEN NONODONTOGENIC CYST/TUMOR- > 1.25 CM|1
7465|DESTRUC LESION PHYSICAL/CHEM METHOD BY REPORT|1
7470|REMOV EXOSTOSIS-MAXIL/MANDIB|1
7471|REMOVAL OF LATERAL EXOSTOSIS|1
7472|REMOVAL OF TORUS PALATINUS|1
7473|REMOVAL OF TORUS MANDIBULARIS|1
7480|PART OSTEC (GUTTERING/SAUCER)|1
7485|SURGICAL REDUCTION OF OSSEOUS TUBEROSITY|1
7490|RADICAL RESECTION OF MAXILLA OR MANDIBLE|1
7510|INCISION & DRAINAGE ABSCESS-INTRAORAL SOFT TISS|1
7511|I & D ABSCESS INTRAORAL SOFT TISSUE  COMPLICATED|1
7520|INCISION & DRAINAGE ABSCESS-EXTRAORAL SOFT TISS|1
7521|I & D ABSCESS EXTRAORAL SOFT TISSUE COMPLICATED|1
7530|REMOVAL FB FROM MUCOSA SKIN/SUBCUT ALVEOL TISSUE|1
7540|REMV REACT-PRODUC FOREIGN BODIES-MUSCULOSKEL SYS|1
7550|PART OSTEC/SEQUESTRECTOMY REMOVAL NON-VITAL BONE|1
7560|MAXILLARY SINUSOTOMY REMOVAL TOOTH FRAGMENT/FB|1
7610|MAXILLA-OPEN REDUCTION|1
7620|MAXILLA-CLOSED REDUCTION|1
7630|MANDIBLE-OPEN REDUCTION|1
7640|MANDIBLE-CLOSED REDUCTION|1
7650|MALAR AND/OR ZYGOMATIC ARCH-OPEN REDUCTION|1
7660|MALAR AND/OR ZYGOMATIC ARCH-CLOSED REDUCTION|1
7670|ALVEOLUS-CLOSED REDUCTION W/STABILIZATION TEETH|1
7671|ALVEOLUS-OPEN REDUCTION W/STABILIZATION TEETH|1
7680|FCE BNS - COMP RDUC W/FIX&MX SURG APPRCHES CPT|1
7710|MAXILLA-OPEN REDUCTION|1
7720|MAXILLA-CLOSED REDUCTION|1
7730|MANDIBLE-OPEN REDUCTION|1
7740|MANDIBLE-CLOSED REDUCTION|1
7750|MALAR AND/OR ZYGOMATIC ARCH-OPEN REDUCTION|1
7760|MALAR AND/OR ZYGOMATIC ARCH CLOSED REDUCTION|1
7770|ALVEOLUS - OPEN REDUCTION STABILIZATION OF TEETH|1
7771|ALVEOLUS CLOSED REDUCTION STABILIZATION OF TEETH|1
7780|FACIAL BONES-COMP RDUC FIX & MX SURG APPROACHES|1
7810|OPEN REDUCTION OF DISLOCATION|1
7820|CLOSED REDUCTION OF DISLOCATION|1
7830|MANIPULATION UNDER ANESTHESIA|1
7840|CONDYLECTOMY|1
7850|SURGICAL DISCECTOMY; WITH/WITHOUT IMPLANT|1
7852|DISC REPAIR|1
7854|SYNOVECTOMY|1
7856|MYOTOMY|1
7858|JOINT RECONSTRUCTION|1
7860|ARTHROTOMY|1
7865|ARTHROPLASTY|1
7870|ARTHROCENTESIS|1
7871|NON-ARTHROSCOPIC LYSIS AND LAVAGE|1
7872|ARTHROSCOPY-DIAGNOSIS|1
7873|ARTHROSCOPY  SURGICAL: LAVAGE&LYSIS ADHESIONS|1
7874|ARTHROSCOPY SURGICAL: DISC REPSTN&STABILIZATION|1
7875|ARTHROSCOPY-SURGICAL: SYNOVECTOMY|1
7876|ARTHROSCOPY SURGICAL: DISCECTOMY|1
7877|ARTHROSCOPY SURGICAL: DEBRIDEMENT|1
7880|OCCLUSAL ORTHOTIC APPLIANCE|1
7899|UNSPECIFIED TMD THERAPY|1
7910|SUTURE OF RECENT SMALL WOUNDS UP TO 5 CM|1
7911|COMPLICATED SUTURE-UP TO 5 CM|1
7912|COMPLICATED SUTURE-GREATER THAN 5 CM|1
7920|SKIN GRAFT|1
7940|OSTEOPLASTY - FOR ORTHOGNATHIC DEFORMITIES|1
7941|OSTEOTOMY - MANDIBULAR RAMI|1
7942|OSTEOT-RAMUS OP|1
7943|OSTEOT-MANDIB RAMI W/BONE GRFT;INCL OBTAIN GRAFT|1
7944|OSTEOT-SEG/SUBAPICAL-PER SEXTANT OR QUADRANT|1
7945|OSTEOTOMY-BODY OF MANDIBLE|1
7946|LEFORT I  MAXILLA TOTAL|1
7947|LEFORT I MAXILLA SEGMENTED|1
7948|LEFORT II/LEFORT III - W/O BONE GRAFT|1
7949|LEFORT II/LEFORT III - W/BONE GRAFT|1
7950|OSSEOUS OSTEOPERIOSTL/CART GFT MAND/FCE BONE BR|1
7953|BONE REPLCMT GRAFT RIDGE PRESERVATION  PER SITE|1
7955|REPAIR MAXLOFACIAL SOFT &/ HARD TISSUE DEFECT|1
7960|FRENULECTOMY SEPARATE PROCEDURE|1
7963|FRENULOPLASTY|1
7970|EXCISION OF HYPERPLASTIC TISSUE-PER ARCH|1
7971|EXCISION OF PERICORONAL GINGIVA|1
7972|SURGICAL REDUCTION OF FIBROUS TUBEROSITY|1
7980|SIALOLITHOTOMY|1
7981|EXCISION OF SALIVARY GLAND BY REPORT|1
7982|SIALODOCHOPLASTY|1
7983|CLOSURE OF SALIVARY FISTULA|1
7990|EMERGENCY TRACHEOTOMY|1
7991|CORONOIDECTOMY|1
7995|SYNTHETIC GRAFT-MANDIBLE/FACIAL BONES BY REPORT|1
7996|IMPLANT-MANDIBLE AUGMENTATION PURPOSES BY REPORT|1
7997|APPLIANCE REMOVAL INCLUDES REMOVAL OF ARCHBAR|1
7999|UNSPECIFIED ORAL SURGERY PROCEDURE BY REPORT|1
80033|immediate maxillary partial denture - resin base (including any conventional clasps, rests and teeth)|0
8010|LIMITED ORTHODONTIC TREATMENT PRIMARY DENTITION|1
8020|LTD ORTHODONTIC TREATMENT TRANSITIONAL DENTITION|1
8022|First month of active treatment|1
8023|Active treatment per month|1
8024|Retention|1
8030|LTD ORTHODONTIC TREATMENT ADOLESCENT DENTITION|1
8032|First month of active treatment|1
8033|Active treatment per month|1
8034|Retention|1
8040|LIMITED ORTHODONTIC TREATMENT ADULT DENTITION|1
8042|First month of active treatment|1
8043|Active treatment per month|1
8044|Retention|1
8050|INTERCEPTIVE ORTHODONTIC TX PRIMARY DENTITION|1
8052|First month of active treatment|1
8053|Active treatment per month|1
8054|Retention|1
8060|INTRCPTV ORTHODONTIC TX TRANSITIONAL DENTITION|1
8062|First month of active treatment|1
8063|Active treatment per month|1
8064|Retention|1
8070|COMP ORTHODONTIC TX TRANSITIONAL DENTITION|1
8072|First month of active treatment|1
8073|Active treatment per month|1
8074|Retention|1
8080|COMPREHENSIVE ORTHODONTIC TX ADOLES DENTITION|1
8082|First month of active treatment|1
8083|Active treatment per month|1
8084|Retention|1
8090|COMPREHENSIVE ORTHODONTIC TX ADULT DENTITION|1
8092|First month of active treatment|1
8093|Active treatment per month|1
8094|Retention|1
8210|REMOVABLE APPLIANCE THERAPY|1
8220|FIXED APPLIANCE THERAPY|1
8470|COMPREHENSIVE ORTHODONTIC|1
8660|PRE-ORTHODONTIC TREATMENT VISIT|1
8670|PERIODIC ORTHODONTIC TREATMENT VISIT|1
8680|ORTHODONTIC RETENTION|1
8690|ORTHODONTIC TREATMENT|1
8691|REPAIR OF ORTHODONTIC APPLIANCE|1
8692|REPLACEMENT OF LOST OR BROKEN RETAINER|1
8999|UNSPECIFIED ORTHODONTIC PROCEDURE BY REPORT|1
8S610|intravenous moderate (conscious) sedation/analgesia - each 15 minute increment|0
90600|deep sedation/general anesthesia - each 15 minute increment|0
9110|PALLIATIVE TREATMENT DENTAL PAIN - MINOR PROC|1
9210|LOCAL ANES-NOT CONJUNCTION W/OP/SURGICAL PROC|1
9211|REGIONAL BLOCK ANESTHESIA|1
9212|TRIGEMINAL DIVISION BLOCK ANESTHESIA|1
9215|LOCAL ANESTHESIA|1
9220|DEEP SEDATION/GENERAL ANESTHESIA-1ST 30 MINUTES|1
9221|DEEP SEDATION/GENERAL ANESTHESIA-EA ADD 15 MIN|1
9230|ANALGESIA ANXIOLYSIS INHALATION OF NITROUS OXIDE|1
9240|IV SEDATION|1
9241|IV CONSCIOUS SEDATION/ANALG - 1ST 30 MINUTES|1
9242|IV CONSCIOUS SEDATION/ANALG - EA ADD 15 MINUTES|1
9248|NON-INTRAVENOUS CONSCIOUS SEDATION|1
9310|CONSULTATION|1
9410|HOUSE/EXTENDED CARE FACILITY CALL|1
9420|HOSPITAL CALL|1
9430|OFFICE VISIT OBSERVATION NO OTHER SRVC PERFORMED|1
9440|OFFICE VISIT-AFTER REGULARLY SCHEDULED HOURS|1
9450|CASE PRESENTATION DETAILED&EXTENSIVE TX PLANNING|1
9610|THERAPEUTIC DRUG INJECTION BY REPORT|1
9630|OTHER DRUGS AND/OR MEDICAMENTS BY REPORT|1
9633|OTHER DRUGS AND/OR MEDICA|1
9910|APPLICATION OF DESENSITIZING MEDICAMENT|1
9911|APPLIC DESENZT RSN CERV &OR ROOT SURF-TOOTH|1
9920|BEHAVIOR MANAGEMENT BY REPORT|1
9930|TX COMPLICATIONS - UNUSUAL CIRCUMSTANCES REPORT|1
9940|OCCLUSAL GUARD BY REPORT|1
9941|FABRICATION OF ATHLETIC MOUTHGUARD|1
9942|REPAIR AND/OR RELINE OF OCCLUSAL GUARD|1
9950|OCCLUSION ANALYSIS - MOUNTED CASE|1
9951|OCCLUSAL ADJUSTMENT - LIMITED|1
9952|OCCLUSAL ADJUSTMENT - COMPLETE|1
9970|ENAMEL MICROABRASION|1
9971|ODONTOPLASTY 1-2 TEETH; INCL REMOVAL ENAMEL PROJ|1
9972|EXTERNAL BLEACHING - PER ARCH|1
9973|EXTERNAL BLEACHING - PER TOOTH|1
9974|INTERNAL BLEACHING - PER TOOTH|1
9990|Infection Control|1
9991|State Tax Class I|1
9992|State Tax Class II|1
9993|State Tax Class III|1
9996|Used to process Class I Adjustments  Exceptions: Foreign|1
9997|Used to process Class II Adjustments  Exceptions: Foreign|1
9998|Used to process Class III Adjustments  Exceptions: Foreign|1
9999|UNSPECIFIED ADJUNCTIVE PROCEDURE BY REPORT|1
A4920|cleaning and inspeciton of removable complete denture, maxillary|0
C9266|periodic oral evaluation - established patient|0
C9267|limited oral evaluation - problem focused|0
C9268|oral evaluation for a patient under three years of age and counseling with primary caregiver|0
C9269|comprehensive oral evaluation - new or established patient|0
C9270|detailed and extensive oral evaluation - problem focused, by report|0
C9271|re-evaluation - limited, problem focused (established patient; not post-operative visit)|0
C9272|Re-eval post-op visit|0
C9273|comprehensive periodontal evaluation - new or established patient|0
C9274|screening of a patient|0
C9275|assessment of a patient|0
C9276|intraoral - complete series of radiographic images|0
C9277|intraoral - periapical first radiographic image|0
C9278|intraoral - periapical each additional radiographic image|0
C9279|intraoral - occlusal radiographic image|0
C9280|extraoral - 2D projection radiographic image created using a stationary radiation source, and detector|0
C9281|extraoral - each additional radiographic image|0
C9282|bitewing - single radiographic image|0
C9283|bitewings - two radiographic images|0
C9284|bitewings - three radiographic images|0
C9285|bitewings - four radiographic images|0
C9286|vertical bitewings - 7 to 8 radiographic images|0
C9287|posterior-anterior or lateral skull and facial bone survey radiographic image|0
C9288|sialography|0
C9289|temporomandibular joint arthrogram, including injection|0
C9290|other temporomandibular joint radiographic images, by report|0
C9291|tomographic survey|0
C9292|panoramic radiographic image|0
C9293|2D cephalometric radiographic image - acquisition, measurement and analysis|0
C9294|oral/facial photographic images obtained intraorally or extraorally|0
C9295|3d photographic image|0
C9296|cone beam ct  craniofacial data capture|0
C9297|cone beam  two-dimensional image reconstruction using existing data, includes multiple images|0
C9298|cone beam  three-dimensional image reconstruction using existing data, includes multiple images|0
C9349|cone beam CT capture and interpretation with limited field of view  less than one whole jaw|0
C9350|cone beam CT capture and interpretation with field of view of one full dental arch  mandible|0
C9351|cone beam CT capture and interpretation with field of view of one full dental arch  maxilla, with or without cranium|0
C9352|cone beam CT capture and interpretation with field of view of both jaws; with or without cranium|0
C9353|cone beam CT capture and interpretation for TMJ series including two or more exposures|0
C9354|maxillofacial MRI capture and interpretation|0
C9355|maxillofacial ultrasound capture and interpretation|0
C9356|sialoendoscopy capture and interpretation|0
C9357|cone beam CT image capture with limited field of view  less than one whole jaw|0
C9358|cone beam CT image capture with field of view of one full dental arch  mandible|0
C9359|cone beam CT image capture with field of view of one full dental arch  maxilla, with or without cranium|0
C9360|cone beam CT image capture with field of view of both jaws; with or without cranium|0
C9361|cone beam CT image capture for TMJ series including two or more exposures|0
C9362|maxillofacial MRI image capture|0
C9363|maxillofacial ultrasound image capture|0
C9364|interpretation of diagnostic image by a practitioner not associated with capture of the image, including report|0
C9365|treatment simulation using 3D image volume|0
C9366|digital subtraction of two or more images or image volumes of the same modality|0
C9367|fusion of two or more 3D image volumes of one or more modalities|0
C9368|collection of microorganisms for culture and sensitivity|0
C9369|viral culture|0
C9399|collection and preparation of saliva sample for laboratory diagnostic testing|0
C9400|analysis of saliva sample|0
C9401|genetic test for susceptibility to oral diseases|0
C9402|caries susceptibility tests|0
C9403|adjunctive pre-diagnostic test that aids in detection of mucosal abnormalities including premalignant and malignant lesions, not to include cytology or biopsy procedures|0
C9404|pulp vitality tests|0
C9405|diagnostic casts|0
C9406|accession of tissue, gross examination, preparation and transmission of written report|0
C9410|accession of tissue, gross and microscopic examination, preparation and transmission of written report|0
C9411|accession of tissue, gross and microscopic examination, including assessment of surgical margins for presence of disease, preparation and transmission of written report|0
C9413|decalcification procedure|0
C9414|special stains for microorganisms|0
C9415|special stains, not for microorganisms|0
C9417|immunohistochemical stains|0
C9418|tissue in-situ hybridization, including interpretation|0
C9419|accession of exfoliative cytologic smears, microscopic examination, preparation and transmission of written report|0
C9420|electron microscopy - diagnostic|0
C9421|direct immunofluorescence|0
C9422|indirect immunofluorescence|0
C9423|consultation on slides prepared elsewhere|0
C9424|consultation, including preparation of slides from biopsy material supplied by referring source|0
C9425|laboratory accession of transepithelial cytologic sample, microscopic examination, preparation and transmission of written report|0
C9426|other oral pathology procedures, by report|0
C9427|caries risk assessment and documentation, with a finding of low risk|0
C9428|caries risk assessment and documentation, with a finding of moderate risk|0
C9429|caries risk assessment and documentation, with a finding of high risk|0
C9430|unspecified diagnostic procedure, by report|0
C9431|prophylaxis - adult|0
C9432|prophylaxis - child|0
C9435|topical application of fluoride - child|0
C9436|topical application of fluoride - adult|0
C9438|topical application of fluoride varnish|0
C9439|topical application of fluoride|0
C9440|nutritional counseling for control of dental disease|0
C9441|tobacco counseling for the control and prevention of oral disease|0
C9442|oral hygiene instructions|0
C9443|sealant - per tooth|0
C9444|preventive resin restoration in a moderate to high caries risk patient  permanent tooth|0
C9445|Sealant repair per tooth|0
C9446|space maintainer - fixed - unilateral|0
C9447|space maintainer - fixed - bilateral|0
C9448|space maintainer - removable - unilateral|0
C9449|space maintainer - removable - bilateral|0
C9450|re-cementation of space maintainer|0
C9451|removal of fixed space maintainer|0
C9452|unspecified preventive procedure, by report|0
C9453|amalgam - one surface, primary or permanent|0
C9454|amalgam - two surfaces, primary or permanent|0
C9455|amalgam - three surfaces, primary or permanent|0
C9456|amalgam - four or more surfaces, primary or permanent|0
C9457|resin-based composite - one surface, anterior|0
C9458|resin-based composite - two surfaces, anterior|0
C9459|resin-based composite - three surfaces, anterior|0
C9460|resin-based composite - four or more surfaces or involving incisal angle (anterior)|0
C9497|resin-based composite crown, anterior|0
C9600|resin-based composite - one surface, posterior|0
C9601|resin-based composite - two surfaces, posterior|0
C9602|resin-based composite - three surfaces, posterior|0
C9603|resin-based composite - four or more surfaces, posterior|0
C9604|gold foil - one surface|0
C9605|gold foil - two surfaces|0
C9606|gold foil - three surfaces|0
C9607|inlay - metallic - one surface|0
C9608|inlay - metallic - two surfaces|0
C9701|inlay - metallic - three or more surfaces|0
C9703|onlay - metallic - two surfaces|0
C9704|onlay - metallic - three surfaces|0
C9712|onlay - metallic - four or more surfaces|0
C9713|inlay - porcelain/ceramic - one surface|0
C9714|inlay - porcelain/ceramic - two surfaces|0
C9715|inlay - porcelain/ceramic - three or more surfaces|0
C9716|onlay - porcelain/ceramic - two surfaces|0
C9717|onlay - porcelain/ceramic - three surfaces|0
C9718|onlay - porcelain/ceramic - four or more surfaces|0
C9719|inlay - resin-based composite - one surface|0
C9720|inlay - resin-based composite - two surfaces|0
C9721|inlay - resin-based composite - three or more surfaces|0
C9722|onlay - resin-based composite - two surfaces|0
C9723|onlay - resin-based composite - three surfaces|0
C9724|onlay - resin-based composite - four or more surfaces|0
C9725|crown - resin-based composite (indirect)|0
C9726|crown -  resin-based composite (indirect)|0
C9727|crown - resin with high noble metal|0
C9728|crown - resin with predominantly base metal|0
C9729|crown - resin with noble metal|0
C9730|crown - porcelain/ceramic substrate|0
C9731|crown - porcelain fused to high noble metal|0
C9732|crown - porcelain fused to predominantly base metal|0
C9733|crown - porcelain fused to noble metal|0
C9734|crown - 3/4 cast high noble metal|0
C9735|crown - 3/4 cast predominantly base metal|0
C9736|crown - 3/4 cast noble metal|0
C9737|crown - 3/4 porcelain/ceramic|0
C9739|crown - full cast high noble metal|0
C9740|crown - full cast predominantly base metal|0
C9741|crown - full cast noble metal|0
C9742|crown - titanium|0
C9743|provisional crown further treatment or completion of diagnosis necessary prior to final impression|0
C9800|recement inlay, onlay, or partial coverage restoration|0
C9801|recement cast or prefabricated post and core|0
C9802|recement crown|0
C9898|reattachment of tooth fragment, incisal edge or cusp|0
C9899|prefabricated porcelain/ceramic crown  primary tooth|0
D0110|initial dental examination|0
D0120|PERIODIC ORAL EVALUATION|0
D0120|periodic oral evaluation - established patient|0
D0140|limited oral evaluation - problem focused|0
D0145|ORAL EVAL PT UND 3 YR AGE CNSL W/PRIM CAREGIVER|0
D0145|oral evaluation for a patient under three years of age and counseling with primary caregiver|0
D0150|comprehensive oral evaluation - new or established patient|0
D0160|DETAILED AND EXTENSIVE ORAL EVALUATION - PROBLEM FOCUSED|1
D0160|detailed and extensive oral evaluation - problem focused, by report|0
D0170|re-evaluation - limited, problem focused (established patient; not post-operative visit)|0
D0170|RE-EVALUATION-LIMITED|1
D0171|Re-eval post-op visit|0
D0180|COMP PERIODONTAL EVALUATION - NEW/EST PATIENT|0
D0180|comprehensive periodontal evaluation - new or established patient|0
D0190|screening of a patient|0
D0191|assessment of a patient|0
D0210|intraoral - complete series of radiographic images|0
D0210|INTRAORAL-COMPLETE SERIES (INCLUDING BITEWINGS)|0
D0220|intraoral - periapical first radiographic image|0
D0220|INTRAORAL-PERIAPICAL-FIRST FILM|0
D0230|intraoral - periapical each additional radiographic image|0
D0230|INTRAORAL-PERIAPICAL-EACH ADDITIONAL FILM|0
D0240|intraoral - occlusal radiographic image|0
D0240|INTRAORAL-0CCLUSAL FILM|0
D0250|extraoral - 2D projection radiographic image created using a stationary radiation source, and detector|0
D0250|EXTRAORAL-FIRST FILM|0
D0251|extra-oral posterior dental radiographic image|0
D0260|extraoral - each additional radiographic image|0
D0260|EXTRAORAL-EACH ADDITIONAL FILM|0
D0270|bitewing - single radiographic image|0
D0270|BITEWING-SINGLE FILM|0
D0272|bitewings - two radiographic images|0
D0272|BITEWINGS-TWO FILMS|0
D0273|BITEWINGS - THREE FILMS|0
D0273|bitewings - three radiographic images|0
D0274|bitewings - four radiographic images|0
D0274|BITEWINGS-FOUR FILMS|0
D0277|VERTICAL BITEWINGS - 7 TO 8 FILMS|0
D0277|vertical bitewings - 7 to 8 radiographic images|0
D0290|POSTERIOR-ANTERIOR OR LATERAL SKULL AND FACIAL BONE SURVEY FILM|0
D0290|posterior-anterior or lateral skull and facial bone survey radiographic image|0
D0310|sialography|0
D0320|TEMPOROMANDIBULAR JOINT ARTHROGRAM|1
D0320|temporomandibular joint arthrogram, including injection|0
D0321|OTHER TEMPOROMANDIBULAR JOINT FILMS|1
D0321|other temporomandibular joint radiographic images, by report|0
D0322|tomographic survey|0
D0330|PANORAMIC FILM|0
D0330|panoramic radiographic image|0
D0340|2D cephalometric radiographic image - acquisition, measurement and analysis|0
D0340|CEPHALOMETRIC FILM|0
D0350|ORAL/FACIAL PHOTOGRAPHIC IMAGES|0
D0350|oral/facial photographic images obtained intraorally or extraorally|0
D0351|3d photographic image|0
D0360|cone beam ct  craniofacial data capture|0
D0360|CONE BEAM CT - CRANIOFACIAL DATA CAPTURE|0
D0362|cone beam  two-dimensional image reconstruction using existing data, includes multiple images|0
D0362|CONE BEAM 2-D RECONST EXISTING DATA MULTI IMAGES|0
D0363|cone beam  three-dimensional image reconstruction using existing data, includes multiple images|0
D0363|CONE BEAM 3-D RECONST EXISTING DATA MULTI IMAGE|0
D0364|cone beam CT capture and interpretation with limited field of view  less than one whole jaw|0
D0365|cone beam CT capture and interpretation with field of view of one full dental arch  mandible|0
D0366|cone beam CT capture and interpretation with field of view of one full dental arch  maxilla, with or without cranium|0
D0367|cone beam CT capture and interpretation with field of view of both jaws; with or without cranium|0
D0368|cone beam CT capture and interpretation for TMJ series including two or more exposures|0
D0369|maxillofacial MRI capture and interpretation|0
D0370|maxillofacial ultrasound capture and interpretation|0
D0371|sialoendoscopy capture and interpretation|0
D0380|cone beam CT image capture with limited field of view  less than one whole jaw|0
D0381|cone beam CT image capture with field of view of one full dental arch  mandible|0
D0382|cone beam CT image capture with field of view of one full dental arch  maxilla, with or without cranium|0
D0383|cone beam CT image capture with field of view of both jaws; with or without cranium|0
D0384|cone beam CT image capture for TMJ series including two or more exposures|0
D0385|maxillofacial MRI image capture|0
D0386|maxillofacial ultrasound image capture|0
D0391|interpretation of diagnostic image by a practitioner not associated with capture of the image, including report|0
D0393|treatment simulation using 3D image volume|0
D0394|digital subtraction of two or more images or image volumes of the same modality|0
D0395|fusion of two or more 3D image volumes of one or more modalities|0
D0415|collection of microorganisms for culture and sensitivity|0
D0416|viral culture|0
D0417|CLCT & PREP SALIVA SAMPLE FOR LAB DX TESTING|0
D0417|collection and preparation of saliva sample for laboratory diagnostic testing|0
D0418|analysis of saliva sample|0
D0421|GENETIC TEST FOR SUSCEPTIBILITY TO ORAL DISEASES|0
D0422|collection and preparation of genetic sample material for laboratory analysis and report|0
D0423|genetic test for susceptibility to diseases - specimen analysis|0
D0425|caries susceptibility tests|0
D0431|ADJUNCTIVE PRE-DIAGNOSTIC TEST THAT AIDS IN DETECTION OF MUCOSAL ABNORMALITIES|0
D0431|adjunctive pre-diagnostic test that aids in detection of mucosal abnormalities including premalignant and malignant lesions, not to include cytology or biopsy procedures|0
D0460|pulp vitality tests|0
D0470|DIAGNOSTIC CASTS|0
D0471|Diagnostic photographs|0
D0472|ACCESSION OF TISSUE|1
D0472|accession of tissue, gross examination, preparation and transmission of written report|0
D0473|ACCESSION OF TISSUE|1
D0473|accession of tissue, gross and microscopic examination, preparation and transmission of written report|0
D0474|ACCESSION OF TISSUE|1
D0474|accession of tissue, gross and microscopic examination, including assessment of surgical margins for presence of disease, preparation and transmission of written report|0
D0475|decalcification procedure|0
D0476|SPECIAL STAINS FOR MICROORGANISMS|0
D0477|SPECIAL STAINS|1
D0477|special stains, not for microorganisms|0
D0478|immunohistochemical stains|0
D0479|TISSUE IN-SITU HYBRIDIZATION|1
D0479|tissue in-situ hybridization, including interpretation|0
D0480|accession of exfoliative cytologic smears, microscopic examination, preparation and transmission of written report|0
D0480|PROCESSING AND INTERPRETATION OF EXFOLIATIVE CYTOLOGIC SMEARS|1
D0481|electron microscopy - diagnostic|0
D0482|direct immunofluorescence|0
D0483|INDIRECT IMMUNOFLUORESCENCE|0
D0484|consultation on slides prepared elsewhere|0
D0485|CONSULTATION|1
D0485|consultation, including preparation of slides from biopsy material supplied by referring source|0
D0486|LAB ACCESS BRUSH BX SAMPLE MIC EXAM PREP/REPRT|0
D0486|laboratory accession of transepithelial cytologic sample, microscopic examination, preparation and transmission of written report|0
D0501|HISTOPATHOLOGIC EXAMINATIONS|0
D0502|OTHER ORAL PATHOLOGY PROCEDURES|1
D0502|other oral pathology procedures, by report|0
D0601|caries risk assessment and documentation, with a finding of low risk|0
D0602|caries risk assessment and documentation, with a finding of moderate risk|0
D0603|caries risk assessment and documentation, with a finding of high risk|0
D0882|extra-oral posterior dental radiographic image|0
D0999|UNSPECIFIED DIAGNOSTIC PROCEDURE|1
D0999|unspecified diagnostic procedure, by report|0
D1110|prophylaxis - adult|0
D1110|PROPHYLAXIS-ADULT|0
D1120|prophylaxis - child|0
D1120|PROPHYLAXIS-CHILD|0
D1201|autogenous connective tissue graft procedure (including donor and recipient surgical sites) first tooth, implant, or edentulous tooth position in graft|0
D1201|TOPICAL APPLICATION OF FLUORIDE (INCLUDING PROPHYLAXIS)-CHILD|0
D1203|topical application of fluoride - child|0
D1204|topical application of fluoride - adult|0
D1205|combined connective tissue and double pedicle graft, per tooth|0
D1205|TOPICAL APPLICATION OF FLUORIDE (INCLUDING PROPHYLAXIS)-ADULT|0
D1206|TOP FLUORIDE VARNISH; TX APPL MOD-HI CARIES RISK|0
D1206|topical application of fluoride varnish|0
D1208|topical application of fluoride|0
D1310|nutritional counseling for control of dental disease|0
D1310|NUTRITIONAL COUNSELING FOR THE CONTROL OF DENTAL DISEASE|0
D1320|tobacco counseling for the control and prevention of oral disease|0
D1330|ORAL HYGIENE INSTRUCTION|0
D1330|oral hygiene instructions|0
D1351|sealant - per tooth|0
D1351|SEALANT-PER TOOTH|0
D1352|preventive resin restoration in a moderate to high caries risk patient  permanent tooth|0
D1353|Sealant repair per tooth|0
D1354|interim caries arresting medicament application|0
D1510|space maintainer - fixed - unilateral|0
D1510|SPACE MAINTAINER-FIXED UNILATERAL|0
D1515|space maintainer - fixed - bilateral|0
D1515|SPACE MAINTAINER-FIXED BILATERAL|0
D1520|space maintainer - removable - unilateral|0
D1520|SPACE MAINTAINER-REMOVABLE UNILATERAL|0
D1525|space maintainer - removable - bilateral|0
D1525|SPACE MAINTAINER-REMOVABLE BILATERAL|0
D1550|re-cementation of space maintainer|0
D1550|RECEMENTATION OF SPACE MAINTAINER|0
D1555|REMOVAL OF FIXED SPACE MAINTAINER|0
D1999|unspecified preventive procedure, by report|0
