PROC_CODE|CPT_CUSTOM|CPT_DESC
33315||Exploratory heart surgery
33320||Repair major blood vessel(s)
33321||Repair major vessel
33322||Repair major blood vessel(s)
33330||Insert major vessel graft
33332||Insert major vessel graft
33335||Insert major vessel graft
33361||Replace aortic valve perq
33362||Replace aortic valve open
33363||Replace aortic valve open
33364||Replace aortic valve open
33365||Replace aortic valve open
33367||Replace aortic valve w/byp
33368||Replace aortic valve w/byp
33369||Replace aortic valve w/byp
33400||Repair of aortic valve
33401||Valvuloplasty open
33403||Valvuloplasty w/cp bypass
33404||Prepare heart-aorta conduit
33405||Replacement of aortic valve
33406||Replacement of aortic valve
33410||Replacement of aortic valve
33411||Replacement of aortic valve
33412||Replacement of aortic valve
33413||Replacement of aortic valve
33414||Repair of aortic valve
33415||Revision subvalvular tissue
33416||Revise ventricle muscle
33417||Repair of aortic valve
33420||Revision of mitral valve
33422||Revision of mitral valve
33425||Repair of mitral valve
33426||Repair of mitral valve
33427||Repair of mitral valve
33430||Replacement of mitral valve
33460||Revision of tricuspid valve
33463||Valvuloplasty tricuspid
33464||Valvuloplasty tricuspid
33465||Replace tricuspid valve
33468||Revision of tricuspid valve
33470||Revision of pulmonary valve
33471||Valvotomy pulmonary valve
33472||Revision of pulmonary valve
33474||Revision of pulmonary valve
33475||Replacement pulmonary valve
33476||Revision of heart chamber
33478||Revision of heart chamber
33496||Repair prosth valve clot
33500||Repair heart vessel fistula
33501||Repair heart vessel fistula
33502||Coronary artery correction
33503||Coronary artery graft
33504||Coronary artery graft
33505||Repair artery w/tunnel
33506||Repair artery translocation
33507||Repair art intramural
33508||Endoscopic vein harvest
33510||Cabg vein single
33511||Cabg vein two
33512||Cabg vein three
33513||Cabg vein four
33514||Cabg vein five
33516||Cabg vein six or more
33517||Cabg artery-vein single
33518||Cabg artery-vein two
33519||Cabg artery-vein three
33521||Cabg artery-vein four
33522||Cabg artery-vein five
33523||Cabg art-vein six or more
33530||Coronary artery bypass/reop
33533||Cabg arterial single
33534||Cabg arterial two
33535||Cabg arterial three
33536||Cabg arterial four or more
33542||Removal of heart lesion
33545||Repair of heart damage
33548||Restore/remodel ventricle
33572||Open coronary endarterectomy
33600||Closure of valve
33602||Closure of valve
33606||Anastomosis/artery-aorta
33608||Repair anomaly w/conduit
33610||Repair by enlargement
33611||Repair double ventricle
33612||Repair double ventricle
33615||Repair modified fontan
33617||Repair single ventricle
33619||Repair single ventricle
33620||Apply r&l pulm art bands
33621||Transthor cath for stent
33622||Redo compl cardiac anomaly
33641||Repair heart septum defect
33645||Revision of heart veins
33647||Repair heart septum defects
33660||Repair of heart defects
33665||Repair of heart defects
33670||Repair of heart chambers
33675||Close mult vsd
33676||Close mult vsd w/resection
33677||Cl mult vsd w/rem pul band
33681||Repair heart septum defect
33684||Repair heart septum defect
33688||Repair heart septum defect
33690||Reinforce pulmonary artery
33692||Repair of heart defects
33694||Repair of heart defects
33697||Repair of heart defects
33702||Repair of heart defects
33710||Repair of heart defects
33720||Repair of heart defect
33722||Repair of heart defect
33724||Repair venous anomaly
33726||Repair pul venous stenosis
33730||Repair heart-vein defect(s)
33732||Repair heart-vein defect
33735||Revision of heart chamber
33736||Revision of heart chamber
33737||Revision of heart chamber
33750||Major vessel shunt
33755||Major vessel shunt
33762||Major vessel shunt
33764||Major vessel shunt & graft
33766||Major vessel shunt
33767||Major vessel shunt
33768||Cavopulmonary shunting
33770||Repair great vessels defect
33771||Repair great vessels defect
33774||Repair great vessels defect
33775||Repair great vessels defect
33776||Repair great vessels defect
33777||Repair great vessels defect
33778||Repair great vessels defect
33779||Repair great vessels defect
33780||Repair great vessels defect
33781||Repair great vessels defect
33782||Nikaidoh proc
33783||Nikaidoh proc w/ostia implt
33786||Repair arterial trunk
33788||Revision of pulmonary artery
33800||Aortic suspension
33802||Repair vessel defect
33803||Repair vessel defect
33813||Repair septal defect
33814||Repair septal defect
33820||Revise major vessel
33822||Revise major vessel
33824||Revise major vessel
33840||Remove aorta constriction
33845||Remove aorta constriction
33851||Remove aorta constriction
33852||Repair septal defect
33853||Repair septal defect
33860||Ascending aortic graft
33861||Ascending aortic graft
33863||Ascending aortic graft
33864||Ascending aortic graft
33870||Transverse aortic arch graft
33875||Thoracic aortic graft
33877||Thoracoabdominal graft
33880||Endovasc taa repr incl subcl
33881||Endovasc taa repr w/o subcl
33883||Insert endovasc prosth taa
33884||Endovasc prosth taa add-on
33886||Endovasc prosth delayed
33889||Artery transpose/endovas taa
33891||Car-car bp grft/endovas taa
33910||Remove lung artery emboli
33915||Remove lung artery emboli
33916||Surgery of great vessel
33917||Repair pulmonary artery
33920||Repair pulmonary atresia
33922||Transect pulmonary artery
33924||Remove pulmonary shunt
33925||Rpr pul art unifocal w/o cpb
33926||Repr pul art unifocal w/cpb
33930||Removal of donor heart/lung
33933||Prepare donor heart/lung
33935||Transplantation heart/lung
33940||Removal of donor heart
33944||Prepare donor heart
33945||Transplantation of heart
33960||External circulation assist
33961||External circulation assist
33967||Insert ia percut device
33968||Remove aortic assist device
33970||Aortic circulation assist
33971||Aortic circulation assist
33973||Insert balloon device
33974||Remove intra-aortic balloon
33975||Implant ventricular device
33976||Implant ventricular device
33977||Remove ventricular device
33978||Remove ventricular device
33979||Insert intracorporeal device
33980||Remove intracorporeal device
33981||Replace vad pump ext
33982||Replace vad intra w/o bp
33983||Replace vad intra w/bp
33990||Insert vad artery access
33991||Insert vad art&vein access
33992||Remove vad different session
33993||Reposition vad diff session
33999||Cardiac surgery procedure
34001||Removal of artery clot
34051||Removal of artery clot
34101||Removal of artery clot
34111||Removal of arm artery clot
34151||Removal of artery clot
34201||Removal of artery clot
34203||Removal of leg artery clot
34401||Removal of vein clot
34421||Removal of vein clot
34451||Removal of vein clot
34471||Removal of vein clot
34490||Removal of vein clot
34501||Repair valve femoral vein
34502||Reconstruct vena cava
34510||Transposition of vein valve
34520||Cross-over vein graft
34530||Leg vein fusion
34800||Endovas aaa repr w/sm tube
34802||Endovas aaa repr w/2-p part
34803||Endovas aaa repr w/3-p part
34804||Endovas aaa repr w/1-p part
34805||Endovas aaa repr w/long tube
34806||Aneurysm press sensor add-on
34808||Endovas iliac a device addon
34812||Xpose for endoprosth femorl
34813||Femoral endovas graft add-on
34820||Xpose for endoprosth iliac
34825||Endovasc extend prosth init
34826||Endovasc exten prosth addl
34830||Open aortic tube prosth repr
34831||Open aortoiliac prosth repr
34832||Open aortofemor prosth repr
34833||Xpose for endoprosth iliac
34834||Xpose endoprosth brachial
34900||Endovasc iliac repr w/graft
35001||Repair defect of artery
35002||Repair artery rupture neck
35005||Repair defect of artery
35011||Repair defect of artery
35013||Repair artery rupture arm
35021||Repair defect of artery
35022||Repair artery rupture chest
35045||Repair defect of arm artery
35081||Repair defect of artery
35082||Repair artery rupture aorta
35189||Repair blood vessel lesion
35091||Repair defect of artery
35092||Repair artery rupture aorta
35102||Repair defect of artery
35103||Repair artery rupture groin
35111||Repair defect of artery
35112||Repair artery rupture spleen
35121||Repair defect of artery
35122||Repair artery rupture belly
35131||Repair defect of artery
35132||Repair artery rupture groin
35141||Repair defect of artery
35142||Repair artery rupture thigh
35151||Repair defect of artery
35152||Repair ruptd popliteal art
35180||Repair blood vessel lesion
35182||Repair blood vessel lesion
35184||Repair blood vessel lesion
35188||Repair blood vessel lesion
35190||Repair blood vessel lesion
35201||Repair blood vessel lesion
35206||Repair blood vessel lesion
35207||Repair blood vessel lesion
35211||Repair blood vessel lesion
35216||Repair blood vessel lesion
35221||Repair blood vessel lesion
35226||Repair blood vessel lesion
35231||Repair blood vessel lesion
35236||Repair blood vessel lesion
35241||Repair blood vessel lesion
35246||Repair blood vessel lesion
35251||Repair blood vessel lesion
35256||Repair blood vessel lesion
35261||Repair blood vessel lesion
35266||Repair blood vessel lesion
35271||Repair blood vessel lesion
35276||Repair blood vessel lesion
35281||Repair blood vessel lesion
35286||Repair blood vessel lesion
35301||Rechanneling of artery
35302||Rechanneling of artery
35303||Rechanneling of artery
35304||Rechanneling of artery
35305||Rechanneling of artery
35306||Rechanneling of artery
35311||Rechanneling of artery
35321||Rechanneling of artery
35331||Rechanneling of artery
35341||Rechanneling of artery
35351||Rechanneling of artery
35355||Rechanneling of artery
35361||Rechanneling of artery
35363||Rechanneling of artery
35371||Rechanneling of artery
35372||Rechanneling of artery
35390||Reoperation carotid add-on
35400||Angioscopy
35450||Repair arterial blockage
35452||Repair arterial blockage
35454||Repair arterial blockage
35456||Repair arterial blockage
35458||Repair arterial blockage
35459||Repair arterial blockage
35460||Repair venous blockage
35470||Repair arterial blockage
35471||Repair arterial blockage
35472||Repair arterial blockage
35473||Repair arterial blockage
35474||Repair arterial blockage
35475||Repair arterial blockage
35476||Repair venous blockage
35480||Atherectomy, open
35481||Atherectomy, open
35482||Atherectomy, open
35483||Atherectomy, open
35484||Atherectomy, open
35485||Atherectomy, open
35490||Atherectomy, percutaneous
35491||Atherectomy, percutaneous
35492||Atherectomy, percutaneous
35493||Atherectomy, percutaneous
35494||Atherectomy, percutaneous
35495||Atherectomy, percutaneous
35500||Harvest vein for bypass
35501||Art byp grft ipsilat carotid
35506||Art byp grft subclav-carotid
35508||Art byp grft carotid-vertbrl
35509||Art byp grft contral carotid
35510||Art byp grft carotid-brchial
35511||Art byp grft subclav-subclav
35512||Art byp grft subclav-brchial
35515||Art byp grft subclav-vertbrl
35516||Art byp grft subclav-axilary
35518||Art byp grft axillary-axilry
35521||Art byp grft axill-femoral
35522||Art byp grft axill-brachial
35523||Art byp grft brchl-ulnr-rdl
35525||Art byp grft brachial-brchl
35526||Art byp grft aor/carot/innom
35531||Art byp grft aorcel/aormesen
35533||Art byp grft axill/fem/fem
35535||Art byp grft hepatorenal
35536||Art byp grft splenorenal
35537||Art byp grft aortoiliac
35538||Art byp grft aortobi-iliac
35539||Art byp grft aortofemoral
35540||Art byp grft aortbifemoral
35548||Artery bypass graft
35549||Artery bypass graft
35551||Artery bypass graft
35556||Art byp grft fem-popliteal
35558||Art byp grft fem-femoral
35560||Art byp grft aortorenal
35563||Art byp grft ilioiliac
35565||Art byp grft iliofemoral
35566||Art byp fem-ant-post tib/prl
35570||Art byp tibial-tib/peroneal
35571||Art byp pop-tibl-prl-other
35572||Harvest femoropopliteal vein
35583||Vein byp grft fem-popliteal
35585||Vein byp fem-tibial peroneal
35587||Vein byp pop-tibl peroneal
35600||Harvest art for cabg add-on
35601||Art byp common ipsi carotid
35606||Art byp carotid-subclavian
35612||Art byp subclav-subclavian
35616||Art byp subclav-axillary
35621||Art byp axillary-femoral
35623||Art byp axillary-pop-tibial
35626||Art byp aorsubcl/carot/innom
35631||Art byp aor-celiac-msn-renal
35632||Art byp ilio-celiac
35633||Art byp ilio-mesenteric
35634||Art byp iliorenal
35636||Art byp spenorenal
35637||Art byp aortoiliac
35638||Art byp aortobi-iliac
35642||Art byp carotid-vertebral
35645||Art byp subclav-vertebrl
35646||Art byp aortobifemoral
35647||Art byp aortofemoral
35650||Art byp axillary-axillary
35651||Artery bypass graft
35654||Art byp axill-fem-femoral
35656||Art byp femoral-popliteal
35661||Art byp femoral-femoral
35663||Art byp ilioiliac
35665||Art byp iliofemoral
35666||Art byp fem-ant-post tib/prl
35671||Art byp pop-tibl-prl-other
35681||Composite byp grft pros&vein
35682||Composite byp grft 2 veins
35683||Composite byp grft 3/> segmt
35685||Bypass graft patency/patch
35686||Bypass graft/av fist patency
35691||Art trnsposj vertbrl carotid
35693||Art trnsposj subclavian
35694||Art trnsposj subclav carotid
35695||Art trnsposj carotid subclav
35697||Reimplant artery each
35700||Reoperation bypass graft
35701||Exploration carotid artery
35721||Exploration femoral artery
35741||Exploration popliteal artery
35761||Exploration of artery/vein
35800||Explore neck vessels
35820||Explore chest vessels
35840||Explore abdominal vessels
35860||Explore limb vessels
35870||Repair vessel graft defect
35875||Removal of clot in graft
35876||Removal of clot in graft
35879||Revise graft w/vein
35881||Revise graft w/vein
35883||Revise graft w/nonauto graft
35884||Revise graft w/vein
35901||Excision graft neck
35903||Excision graft extremity
35905||Excision graft thorax
35907||Excision graft abdomen
36000||Place needle in vein
36002||Pseudoaneurysm injection trt
36005||Injection ext venography
36010||Place catheter in vein
36011||Place catheter in vein
36012||Place catheter in vein
36013||Place catheter in artery
36014||Place catheter in artery
36015||Place catheter in artery
36100||Establish access to artery
36120||Establish access to artery
36140||Establish access to artery
36145||Artery to vein shunt
36147||Access av dial grft for eval
36148||Access av dial grft for proc
36160||Establish access to aorta
36200||Place catheter in aorta
36215||Place catheter in artery
36216||Place catheter in artery
36217||Place catheter in artery
36218||Place catheter in artery
36221||Place cath thoracic aorta
36222||Place cath carotid/inom art
36223||Place cath carotid/inom art
36224||Place cath carotd art
36225||Place cath subclavian art
36226||Place cath vertebral art
36227||Place cath xtrnl carotid
36228||Place cath intracranial art
36245||Ins cath abd/l-ext art 1st
36246||Ins cath abd/l-ext art 2nd
36247||Ins cath abd/l-ext art 3rd
36248||Ins cath abd/l-ext art addl
36251||Ins cath ren art 1st unilat
36252||Ins cath ren art 1st bilat
36253||Ins cath ren art 2nd+ unilat
36254||Ins cath ren art 2nd+ bilat
36260||Insertion of infusion pump
36261||Revision of infusion pump
36262||Removal of infusion pump
36299||Vessel injection procedure
36400||Bl draw < 3 yrs fem/jugular
36405||Bl draw <3 yrs scalp vein
36406||Bl draw <3 yrs other vein
36410||Non-routine bl draw > 3 yrs
36415||Routine venipuncture
36416||Capillary blood draw
36420||Vein access cutdown < 1 yr
36425||Vein access cutdown > 1 yr
36430||Blood transfusion service
36440||Bl push transfuse 2 yr/<
36450||Bl exchange/transfuse nb
36455||Bl exchange/transfuse non-nb
36460||Transfusion service fetal
36468||Injection(s) spider veins
36469||Injection(s) spider veins
36470||Injection therapy of vein
36471||Injection therapy of veins
36475||Endovenous rf 1st vein
36476||Endovenous rf vein add-on
36478||Endovenous laser 1st vein
36479||Endovenous laser vein addon
36481||Insertion of catheter vein
36500||Insertion of catheter vein
36510||Insertion of catheter vein
36511||Apheresis wbc
36512||Apheresis rbc
36513||Apheresis platelets
36514||Apheresis plasma
36515||Apheresis adsorp/reinfuse
36516||Apheresis selective
36522||Photopheresis
36540||Collect blood venous device
36550||Declot vascular device
36555||Insert non-tunnel cv cath
36556||Insert non-tunnel cv cath
36557||Insert tunneled cv cath
36558||Insert tunneled cv cath
36560||Insert tunneled cv cath
36561||Insert tunneled cv cath
36563||Insert tunneled cv cath
36565||Insert tunneled cv cath
36566||Insert tunneled cv cath
36568||Insert picc cath
36569||Insert picc cath
36570||Insert picvad cath
36571||Insert picvad cath
36575||Repair tunneled cv cath
36576||Repair tunneled cv cath
36578||Replace tunneled cv cath
36580||Replace cvad cath
36581||Replace tunneled cv cath
36582||Replace tunneled cv cath
36583||Replace tunneled cv cath
36584||Replace picc cath
36585||Replace picvad cath
36589||Removal tunneled cv cath
36590||Removal tunneled cv cath
36591||Draw blood off venous device
36592||Collect blood from picc
36593||Declot vascular device
36595||Mech remov tunneled cv cath
36596||Mech remov tunneled cv cath
36597||Reposition venous catheter
36598||Inj w/fluor eval cv device
36600||Withdrawal of arterial blood
36620||Insertion catheter artery
36625||Insertion catheter artery
36640||Insertion catheter artery
36660||Insertion catheter artery
36680||Insert needle bone cavity
36800||Insertion of cannula
36810||Insertion of cannula
36815||Insertion of cannula
36818||Av fuse uppr arm cephalic
36819||Av fuse uppr arm basilic
36820||Av fusion/forearm vein
36821||Av fusion direct any site
36822||Insertion of cannula(s)
36823||Insertion of cannula(s)
36825||Artery-vein autograft
36830||Artery-vein nonautograft
36831||Open thrombect av fistula
36832||Av fistula revision open
36833||Av fistula revision
36834||Repair A-V aneurysm
36835||Artery to vein shunt
36838||Dist revas ligation hemo
36860||External cannula declotting
36861||Cannula declotting
36870||Percut thrombect av fistula
37140||Revision of circulation
37145||Revision of circulation
37160||Revision of circulation
37180||Revision of circulation
37181||Splice spleen/kidney veins
37182||Insert hepatic shunt (tips)
37183||Remove hepatic shunt (tips)
37184||Prim art mech thrombectomy
37185||Prim art m-thrombect add-on
37186||Sec art m-thrombect add-on
37187||Venous mech thrombectomy
37188||Venous m-thrombectomy add-on
37191||Ins endovas vena cava filtr
37192||Redo endovas vena cava filtr
37193||Rem endovas vena cava filter
37195||Thrombolytic therapy stroke
37197||Remove intrvas foreign body
37200||Transcatheter biopsy
37201||Transcatheter therapy infuse
37202||Transcatheter therapy infuse
37203||Transcatheter retrieval
37204||Transcatheter occlusion
37205||Transcath iv stent percut
37206||Transcath iv stent/perc addl
37207||Transcath iv stent open
37208||Transcath iv stent/open addl
37209||Change iv cath at thromb tx
37210||Embolization uterine fibroid
37211||Thrombolytic art therapy
37212||Thrombolytic venous therapy
37213||Thromblytic art/ven therapy
37214||Cessj therapy cath removal
37215||Transcath stent cca w/eps
37216||Transcath stent cca w/o eps
37220||Iliac revasc
37221||Iliac revasc w/stent
37222||Iliac revasc add-on
37223||Iliac revasc w/stent add-on
37224||Fem/popl revas w/tla
37225||Fem/popl revas w/ather
37226||Fem/popl revasc w/stent
37227||Fem/popl revasc stnt & ather
37228||Tib/per revasc w/tla
37229||Tib/per revasc w/ather
37230||Tib/per revasc w/stent
37231||Tib/per revasc stent & ather
37232||Tib/per revasc add-on
37233||Tibper revasc w/ather add-on
37234||Revsc opn/prq tib/pero stent
37235||Tib/per revasc stnt & ather
37250||Iv us first vessel add-on
37251||Iv us each add vessel add-on
37500||Endoscopy ligate perf veins
37501||Vascular endoscopy procedure
37565||Ligation of neck vein
37600||Ligation of neck artery
37605||Ligation of neck artery
37606||Ligation of neck artery
37607||Ligation of a-v fistula
37609||Temporal artery procedure
37615||Ligation of neck artery
37616||Ligation of chest artery
37617||Ligation of abdomen artery
37618||Ligation of extremity artery
37619||Ligation of inf vena cava
37620||Revision of major vein
37650||Revision of major vein
37660||Revision of major vein
37700||Revise leg vein
37718||Ligate/strip short leg vein
37722||Ligate/strip long leg vein
37735||Removal of leg veins/lesion
37760||Ligate leg veins radical
37761||Ligate leg veins open
37765||Stab phleb veins xtr 10-20
37766||Phleb veins - extrem 20+
37780||Revision of leg vein
37785||Ligate/divide/excise vein
37788||Revascularization penis
37790||Penile venous occlusion
37799||Vascular surgery procedure
38100||Removal of spleen total
38101||Removal of spleen partial
38102||Removal of spleen total
38115||Repair of ruptured spleen
38120||Laparoscopy splenectomy
38129||Laparoscope proc spleen
38200||Injection for spleen x-ray
38204||Bl donor search management
38205||Harvest allogeneic stem cell
38206||Harvest auto stem cells
38207||Cryopreserve stem cells
38208||Thaw preserved stem cells
38209||Wash harvest stem cells
38210||T-cell depletion of harvest
38211||Tumor cell deplete of harvst
38212||Rbc depletion of harvest
38213||Platelet deplete of harvest
38214||Volume deplete of harvest
38215||Harvest stem cell concentrte
38220||Bone marrow aspiration
38221||Bone marrow biopsy
38230||Bone marrow harvest allogen
38232||Bone marrow harvest autolog
38240||Transplt allo hct/donor
38241||Transplt autol hct/donor
38242||Transplt allo lymphocytes
38243||Transplj hematopoietic boost
38300||Drainage lymph node lesion
38305||Drainage lymph node lesion
38308||Incision of lymph channels
38380||Thoracic duct procedure
38381||Thoracic duct procedure
38382||Thoracic duct procedure
38500||Biopsy/removal lymph nodes
38505||Needle biopsy lymph nodes
38510||Biopsy/removal lymph nodes
38520||Biopsy/removal lymph nodes
38525||Biopsy/removal lymph nodes
38530||Biopsy/removal lymph nodes
38542||Explore deep node(s) neck
38550||Removal neck/armpit lesion
38555||Removal neck/armpit lesion
38562||Removal pelvic lymph nodes
38564||Removal abdomen lymph nodes
38570||Laparoscopy lymph node biop
38571||Laparoscopy lymphadenectomy
38572||Laparoscopy lymphadenectomy
38589||Laparoscope proc lymphatic
38700||Removal of lymph nodes neck
38720||Removal of lymph nodes neck
38724||Removal of lymph nodes neck
38740||Remove armpit lymph nodes
38745||Remove armpit lymph nodes
38746||Remove thoracic lymph nodes
38747||Remove abdominal lymph nodes
38760||Remove groin lymph nodes
38765||Remove groin lymph nodes
38770||Remove pelvis lymph nodes
38780||Remove abdomen lymph nodes
38790||Inject for lymphatic x-ray
38792||Ra tracer id of sentinl node
38794||Access thoracic lymph duct
38900||Io map of sent lymph node
38999||Blood/lymph system procedure
39000||Exploration of chest
39010||Exploration of chest
39200||Resect mediastinal cyst
39220||Resect mediastinal tumor
39400||Mediastinoscopy incl biopsy
39499||Chest procedure
39501||Repair diaphragm laceration
39502||Repair paraesophageal hernia
39503||Repair of diaphragm hernia
39520||Repair of diaphragm hernia
39530||Repair of diaphragm hernia
39531||Repair of diaphragm hernia
39540||Repair of diaphragm hernia
39541||Repair of diaphragm hernia
39545||Revision of diaphragm
39560||Resect diaphragm simple
39561||Resect diaphragm complex
39599||Diaphragm surgery procedure
40490||Biopsy of lip
40500||Partial excision of lip
40510||Partial excision of lip
40520||Partial excision of lip
40525||Reconstruct lip with flap
40527||Reconstruct lip with flap
40530||Partial removal of lip
40650||Repair lip
40652||Repair lip
40654||Repair lip
40700||Repair cleft lip/nasal
40701||Repair cleft lip/nasal
40702||Repair cleft lip/nasal
40720||Repair cleft lip/nasal
40761||Repair cleft lip/nasal
40799||Lip surgery procedure
40800||Drainage of mouth lesion
40801||Drainage of mouth lesion
40804||Removal foreign body mouth
40805||Removal foreign body mouth
40806||Incision of lip fold
40808||Biopsy of mouth lesion
40810||Excision of mouth lesion
40812||Excise/repair mouth lesion
40814||Excise/repair mouth lesion
40816||Excision of mouth lesion
40818||Excise oral mucosa for graft
40819||Excise lip or cheek fold
40820||Treatment of mouth lesion
40830||Repair mouth laceration
40831||Repair mouth laceration
40840||Reconstruction of mouth
40842||Reconstruction of mouth
40843||Reconstruction of mouth
40844||Reconstruction of mouth
40845||Reconstruction of mouth
40899||Mouth surgery procedure
41000||Drainage of mouth lesion
41005||Drainage of mouth lesion
41006||Drainage of mouth lesion
41007||Drainage of mouth lesion
41008||Drainage of mouth lesion
41009||Drainage of mouth lesion
41010||Incision of tongue fold
41015||Drainage of mouth lesion
41016||Drainage of mouth lesion
41017||Drainage of mouth lesion
41018||Drainage of mouth lesion
41019||Place needles h&n for rt
41100||Biopsy of tongue
41105||Biopsy of tongue
41108||Biopsy of floor of mouth
41110||Excision of tongue lesion
41112||Excision of tongue lesion
41113||Excision of tongue lesion
41114||Excision of tongue lesion
41115||Excision of tongue fold
41116||Excision of mouth lesion
41120||Partial removal of tongue
41130||Partial removal of tongue
41135||Tongue and neck surgery
41140||Removal of tongue
41145||Tongue removal neck surgery
41150||Tongue mouth jaw surgery
41153||Tongue mouth neck surgery
41155||Tongue jaw & neck surgery
41250||Repair tongue laceration
41251||Repair tongue laceration
41252||Repair tongue laceration
41500||Fixation of tongue
41510||Tongue to lip surgery
41512||Tongue suspension
41520||Reconstruction tongue fold
41530||Tongue base vol reduction
41599||Tongue and mouth surgery
41800||Drainage of gum lesion
41805||Removal foreign body gum
41806||Removal foreign body jawbone
41820||Excision gum each quadrant
41821||Excision of gum flap
41822||Excision of gum lesion
41823||Excision of gum lesion
41825||Excision of gum lesion
41826||Excision of gum lesion
41827||Excision of gum lesion
41828||Excision of gum lesion
41830||Removal of gum tissue
41850||Treatment of gum lesion
41870||Gum graft
41872||Repair gum
41874||Repair tooth socket
41899||Dental surgery procedure
42000||Drainage mouth roof lesion
42100||Biopsy roof of mouth
42104||Excision lesion mouth roof
42106||Excision lesion mouth roof
42107||Excision lesion mouth roof
42120||Remove palate/lesion
42140||Excision of uvula
42145||Repair palate pharynx/uvula
42160||Treatment mouth roof lesion
42180||Repair palate
42182||Repair palate
42200||Reconstruct cleft palate
42205||Reconstruct cleft palate
42210||Reconstruct cleft palate
42215||Reconstruct cleft palate
42220||Reconstruct cleft palate
42225||Reconstruct cleft palate
42226||Lengthening of palate
42227||Lengthening of palate
42235||Repair palate
42260||Repair nose to lip fistula
42280||Preparation palate mold
42281||Insertion palate prosthesis
42299||Palate/uvula surgery
42300||Drainage of salivary gland
42305||Drainage of salivary gland
42310||Drainage of salivary gland
42320||Drainage of salivary gland
42330||Removal of salivary stone
42335||Removal of salivary stone
42340||Removal of salivary stone
42400||Biopsy of salivary gland
42405||Biopsy of salivary gland
42408||Excision of salivary cyst
42409||Drainage of salivary cyst
42410||Excise parotid gland/lesion
42415||Excise parotid gland/lesion
42420||Excise parotid gland/lesion
42425||Excise parotid gland/lesion
42426||Excise parotid gland/lesion
42440||Excise submaxillary gland
42450||Excise sublingual gland
42500||Repair salivary duct
42505||Repair salivary duct
42507||Parotid duct diversion
42508||Parotid duct diversion
42509||Parotid duct diversion
42510||Parotid duct diversion
42550||Injection for salivary x-ray
42600||Closure of salivary fistula
42650||Dilation of salivary duct
42660||Dilation of salivary duct
42665||Ligation of salivary duct
42699||Salivary surgery procedure
42700||Drainage of tonsil abscess
42720||Drainage of throat abscess
42725||Drainage of throat abscess
42800||Biopsy of throat
42802||Biopsy of throat
42804||Biopsy of upper nose/throat
42806||Biopsy of upper nose/throat
42808||Excise pharynx lesion
42809||Remove pharynx foreign body
42810||Excision of neck cyst
42815||Excision of neck cyst
42820||Remove tonsils and adenoids
42821||Remove tonsils and adenoids
42825||Removal of tonsils
42826||Removal of tonsils
42830||Removal of adenoids
42831||Removal of adenoids
42835||Removal of adenoids
42836||Removal of adenoids
42842||Extensive surgery of throat
42844||Extensive surgery of throat
42845||Extensive surgery of throat
42860||Excision of tonsil tags
42870||Excision of lingual tonsil
42890||Partial removal of pharynx
42892||Revision of pharyngeal walls
42894||Revision of pharyngeal walls
42900||Repair throat wound
42950||Reconstruction of throat
42953||Repair throat esophagus
42955||Surgical opening of throat
42960||Control throat bleeding
42961||Control throat bleeding
42962||Control throat bleeding
42970||Control nose/throat bleeding
42971||Control nose/throat bleeding
42972||Control nose/throat bleeding
42999||Throat surgery procedure
43020||Incision of esophagus
43030||Throat muscle surgery
43045||Incision of esophagus
43100||Excision of esophagus lesion
43101||Excision of esophagus lesion
43107||Removal of esophagus
43108||Removal of esophagus
43112||Removal of esophagus
43113||Removal of esophagus
43116||Partial removal of esophagus
43117||Partial removal of esophagus
43118||Partial removal of esophagus
43121||Partial removal of esophagus
43122||Partial removal of esophagus
43123||Partial removal of esophagus
43124||Removal of esophagus
43130||Removal of esophagus pouch
43135||Removal of esophagus pouch
43200||Esophagus endoscopy
43201||Esoph scope w/submucous inj
43202||Esophagus endoscopy biopsy
43204||Esoph scope w/sclerosis inj
43205||Esophagus endoscopy/ligation
43206||Esoph optical endomicroscopy
43215||Esophagus endoscopy
43216||Esophagus endoscopy/lesion
43217||Esophagus endoscopy
43219||Esophagus endoscopy
43220||Esoph endoscopy dilation
43226||Esoph endoscopy dilation
43227||Esoph endoscopy repair
43228||Esoph endoscopy ablation
43231||Esoph endoscopy w/us exam
43232||Esoph endoscopy w/us fn bx
43234||Upper gi endoscopy exam
43235||Uppr gi endoscopy diagnosis
43236||Uppr gi scope w/submuc inj
43237||Endoscopic us exam esoph
43238||Uppr gi endoscopy w/us fn bx
43239||Upper gi endoscopy biopsy
43240||Esoph endoscope w/drain cyst
43241||Upper GI endoscopy with tube
43242||Uppr gi endoscopy w/us fn bx
43243||Upper gi endoscopy & inject
43244||Upper GI endoscopy/ligation
43245||Uppr gi scope dilate strictr
43246||Place gastrostomy tube
43247||Operative upper GI endoscopy
43248||Uppr gi endoscopy/guide wire
43249||Esoph endoscopy dilation
43250||Upper GI endoscopy/tumor
43251||Operative upper GI endoscopy
43252||Uppr gi opticl endomicrscopy
43255||Operative upper GI endoscopy
43256||Uppr gi endoscopy w/stent
43257||Uppr gi scope w/thrml txmnt
43258||Operative upper GI endoscopy
43259||Endoscopic ultrasound exam
43260||Endo cholangiopancreatograph
43261||Endo cholangiopancreatograph
43262||Endo cholangiopancreatograph
43263||Endo cholangiopancreatograph
